image,quality_score,quality_score,caption,modifier,similarity_score,similarity_sentence,ImageReward_score,,align_score,prompt
1252.png,39.559,39.559,a teddy bear is holding a stuffed animal,0.122042182,0.6992,a teddy bear is ,0.288661003,,38.982,a teddy bear on a skateboard
1253.png,41.768,41.768,a teddy bear is holding a stuffed teddy bear,0.122042182,0.6992,a teddy bear is ,0.003740145,,46.234,a teddy bear on a skateboard
1254.png,40.014,40.014,a teddy bear and a stuffed animal on a sidewalk,0.095628,0.6743,a teddy bear ,-0.074678265,,40.856,a teddy bear on a skateboard
1255.png,40.018,40.018,a teddy bear sitting on top of a skateboard,0.360624,0.7513,a teddy bear sitting on top of a skateboard ,0.46859476,,45.132,a teddy bear on a skateboard
1256.png,42.504,42.504,a cake with a candle burning in it,0.13636918,0.6602,a cake with a candle ,1.053917885,,39.849,a pumpkin with a candle in it
1257.png,39.966,39.966,a cake with a candle lit on top of it,0.134758033,0.6524,a cake with a candle ,1.045091629,,42.364,a pumpkin with a candle in it
1258.png,43.087,43.087,a burnt orange sitting on top of an open flame,0.068193443,0.4622,a burnt orange ,-0.361022919,,43.19,a pumpkin with a candle in it
1259.png,37.415,37.415,a candle is lit on a piece of cake,0.059267213,0.6695,a candle ,-0.10481412,,39.776,a pumpkin with a candle in it
1260.png,39.67,39.67,a bowl filled with noodles and vegetables,0.067266316,0.6086,a bowl ,-2.214002609,,44.295,A bowl of Chicken Pho
1261.png,35.296,35.296,a bowl filled with noodles and vegetables,0.067266316,0.6086,a bowl ,-2.04189539,,41.91,A bowl of Chicken Pho
1262.png,41.364,41.364,a bowl filled with noodles and vegetables,0.067266316,0.6086,a bowl ,-1.882227421,,45.56,A bowl of Chicken Pho
1263.png,42.153,42.153,a bowl filled with noodles and vegetables,0.067266316,0.6086,a bowl ,-2.236690283,,46.471,A bowl of Chicken Pho
1264.png,50.789,50.789,a brown leather chair with a flower pattern on it,0.0576,0.21,a brown leather ,1.17313087,,53.154,A heart made of chocolate
1265.png,54.89,54.89,a piece of cake sitting on top of a table,0.088457143,0.3225,a piece of cake ,1.134051681,,54.072,A heart made of chocolate
1266.png,43.023,43.023,a wooden chair with a picture of a bear on it,0.038062286,0.2467,a wooden ,1.332009792,,51.91,A heart made of chocolate
1267.png,47.926,47.926,a brown leather chair with a picture of a horse on it,0.053869714,0.1964,a brown leather ,1.118597746,,49.791,A heart made of chocolate
1268.png,39.739,39.739,a woman sitting on a wooden bench in front of a wall,0.075567059,0.2294,a woman sitting on a wooden ,-1.208789349,,38.241,a coffee table with a magazine on it
1269.png,44.038,44.038,a cat sitting on top of a wooden table,0.121083529,0.2639,a cat sitting on top of a wooden table ,-2.135008812,,46.129,a coffee table with a magazine on it
1270.png,45.32,45.32,a piece of cake sitting on top of a table,0.151941176,0.3075,a piece of cake sitting on top of a table ,-2.21909976,,43.94,a coffee table with a magazine on it
1271.png,42.708,42.708,a cat sitting on top of a table next to a box,0.18676,0.3451,a cat sitting on top of a table next to a box ,-1.818891764,,44.366,a coffee table with a magazine on it
1272.png,45.81,45.81,the sun is setting over the ocean and the waves are coming in,0.3529008,0.7002,the sun is setting over the ocean and the ,-0.114889428,,58.268,Sunset over the sea
1273.png,56.124,56.124,a sunset view of the ocean with the sun setting,0.2821716,0.8709,a sunset view of the ocean ,0.253068149,,65.934,Sunset over the sea
1274.png,49.142,49.142,the sun is setting over the ocean and the waves are coming in,0.3529008,0.7002,the sun is setting over the ocean and the ,-0.06719847,,56.236,Sunset over the sea
1275.png,50.045,50.045,the sun is setting over the ocean and the waves are coming in,0.3529008,0.7002,the sun is setting over the ocean and the ,0.033444323,,66.038,Sunset over the sea
1276.png,40.022,40.022,a small boat traveling down a river filled with people,0.0702,0.585,a small boat ,0.378840834,,45.418,a boat in the canals of venice
1277.png,45.764,45.764,a small boat traveling down the river,0.241077846,0.5891,a small boat traveling down the river ,0.11724624,,53.118,a boat in the canals of venice
1278.png,43.122,43.122,people on a boat in the water,0.075213231,0.4793,people on a boat ,0.656520665,,59.398,a boat in the canals of venice
1279.png,35.529,35.529,people on a boat in a body of water,0.098350154,0.4843,people on a boat in a ,0.264581949,,51.234,a boat in the canals of venice
1280.png,40.268,40.268,two statues of a giraffe and a zebra on a beach,0.097546909,0.2129,two statues of a giraffe and a zebra on a ,-0.929735541,,39.769,A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope.
1281.png,41.927,41.927,two statues of elephants are standing on a beach,0.094240364,0.2009,two statues of elephants are standing on a ,-1.218978286,,38.405,A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope.
1282.png,39.253,39.253,a painting of a group of elephants walking on a beach,0.102789818,0.1963,a painting of a group of elephants walking on a ,-1.101690292,,36.855,A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope.
1283.png,35.097,35.097,two animals are playing with each other on the ground,0.24248,0.4763,two animals are playing with each other ,-0.880919278,,38.83,A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope.
1284.png,32.631,32.631,two girls sitting on a bench reading a book,0.161712,0.3369,two girls sitting on a bench reading a book ,0.323072642,,39.84,a grandmother reading a book to her grandson and granddaughter
1285.png,36.354,36.354,two girls are reading a book together,0.198567273,0.479,two girls are reading a book together ,-0.196114287,,33.972,a grandmother reading a book to her grandson and granddaughter
1286.png,33.236,33.236,a woman reading a book while sitting on a bench,0.119583273,0.4766,a woman reading a book ,0.268365055,,36.986,a grandmother reading a book to her grandson and granddaughter
1287.png,39.652,39.652,a woman and a child reading a book together,0.247914545,0.6493,a woman and a child reading a book ,0.023784015,,39.082,a grandmother reading a book to her grandson and granddaughter
1288.png,41.621,41.621,motorcycles are parked in a parking lot,0.156272941,0.4744,motorcycles are parked in a ,0.052716773,,43.632,a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. 
1289.png,33.62,33.62,motorcycles are parked in a parking lot,0.156272941,0.4744,motorcycles are parked in a ,-0.923158944,,41.605,a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. 
1290.png,37.921,37.921,a row of motorcycles are parked on the side of the road,0.140502353,0.5687,a row of motorcycles ,0.077121265,,42.791,a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. 
1291.png,40.5,40.5,motorcycles are lined up on a road,0.175235294,0.4965,motorcycles are lined up on a ,0.271032959,,47.506,a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. 
1292.png,35.872,35.872,two pictures of a cat and a bird,0.094620952,0.4516,two pictures of a cat ,-0.835508585,,42.627,a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese
1293.png,39.594,39.594,a painting of a cat and a dog,0.089580952,0.4703,a painting of a cat ,-1.033430338,,38.124,a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese
1294.png,44.24,44.24,a painting of a cat and a dog,0.089580952,0.4703,a painting of a cat ,-0.705376923,,43.364,a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese
1295.png,39.556,39.556,a painting of a cat and a dog,0.089580952,0.4703,a painting of a cat ,-0.557763815,,43.487,a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese
1296.png,39.017,39.017,a blue vase sitting on top of a tree,0.160791429,0.4563,a blue vase sitting on top of a tree ,0.303129166,,44.365,a tree reflected in the sunroof of a blue car
1297.png,48.031,48.031,a tree with a reflection of a car in it,0.475890476,0.8103,a tree with a reflection of a car in ,1.20610857,,53.941,a tree reflected in the sunroof of a blue car
1298.png,36.155,36.155,a snowy landscape with trees and a waterfall,0.083879048,0.3037,a snowy landscape with trees ,-1.129773855,,41.372,a tree reflected in the sunroof of a blue car
1299.png,43.253,43.253,a tree with a reflection of a car in it,0.380712381,0.8103,a tree with a reflection of a car in ,1.305556893,,49.208,a tree reflected in the sunroof of a blue car
1300.png,41.22,41.22,two vases with flowers in them sitting on a table,0.0484875,0.3017,two vases with ,-2.188361168,,39.811,a pineapple with one beer to its left and two beers on its right
1301.png,45.4,45.4,two vases with flowers in them sitting on a counter,0.0484875,0.3017,two vases with ,-2.226103306,,44.809,a pineapple with one beer to its left and two beers on its right
1302.png,43.273,43.273,two vases with flowers in them sitting on a table,0.0484875,0.3017,two vases with ,-1.469461322,,40.618,a pineapple with one beer to its left and two beers on its right
1303.png,41.514,41.514,two yellow vases sitting on top of a counter,0.0355575,0.3017,two yellow ,-2.219624519,,36.36,a pineapple with one beer to its left and two beers on its right
1304.png,36.904,36.904,a collage of a cartoon character with a cat on it,0.120813559,0.297,a collage of a cartoon character with a ,-2.053728342,,37.18,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."
1305.png,38.16,38.16,a collage of a cartoon character with a cat on it,0.120813559,0.297,a collage of a cartoon character with a ,-2.005456686,,35.451,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."
1306.png,33.376,33.376,a collage of a cartoon character with a cat on it,0.120813559,0.297,a collage of a cartoon character with a ,-2.221768618,,35.575,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."
1307.png,39.316,39.316,a collage of a cartoon character with a cat on it,0.120813559,0.297,a collage of a cartoon character with a ,-1.908272862,,40.966,"A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."
1308.png,41.601,41.601,a cat sitting on top of a couch in a living room,0.227705882,0.395,a cat sitting on top of a couch in a living room ,-1.175888658,,40.735,A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table
1309.png,37.099,37.099,a living room filled with furniture and a dog,0.316696471,0.5852,a living room filled with furniture and a dog ,-1.56163466,,42.634,A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table
1310.png,30.076,30.076,a dog sitting on a couch in a living room,0.248689412,0.5033,a dog sitting on a couch in a living room ,-1.56638062,,38.295,A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table
1311.png,41.301,41.301,a dog sitting on a couch in a living room,0.248689412,0.5033,a dog sitting on a couch in a living room ,-1.777704954,,41.326,A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table
1312.png,38.096,38.096,a lake with trees and a mountain,0.496212245,0.7368,a lake with trees and a mountain ,-0.45522657,,50.806,Snow mountain and tree reflection in the lake
1313.png,46.773,46.773,a lake with trees and a mountain range,0.350601429,0.7437,a lake with trees and a mountain ,-0.038116891,,53.209,Snow mountain and tree reflection in the lake
1314.png,38.455,38.455,a lake filled with lots of snow next to a forest,0.54024,0.6753,a lake filled with lots of snow next to a forest ,0.118518353,,43.885,Snow mountain and tree reflection in the lake
1315.png,42.675,42.675,a lake filled with lots of water and trees,0.0507,0.5915,a lake ,0.073233403,,51.036,Snow mountain and tree reflection in the lake
1316.png,36.404,36.404,an aerial view of a kite flying in the sky,0.062482909,0.3182,an aerial view of ,-0.180685326,,43.609,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"
1317.png,44.065,44.065,an aerial view of a kite flying in the sky,0.062482909,0.3182,an aerial view of ,-0.123027712,,42.984,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"
1318.png,38.894,38.894,an aerial view of an aerial view of an airplane flying in the sky,0.064269818,0.3273,an aerial view of ,0.048846412,,48.458,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"
1319.png,46.887,46.887,an aerial view of a fireworks display,0.177494545,0.367,an aerial view of a fireworks display ,0.021679012,,52.392,"An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"
1320.png,43.324,43.324,a fish figure in the air with a surfboard in it's mouth,0.313333333,0.47,a fish figure in the air with a surfboard in ,-1.626616836,,42.561,a dolphin in an astronaut suit on saturn
1321.png,40.291,40.291,a fish is swimming in the water,0.029781111,0.3829,a fish ,-1.629597783,,40.234,a dolphin in an astronaut suit on saturn
1322.png,41.467,41.467,a blue and white object floating in the water,0.142753333,0.2793,a blue and white object floating in the water ,-1.652038574,,42.465,a dolphin in an astronaut suit on saturn
1323.png,37.772,37.772,a statue of a fish swimming in the water,0.299574074,0.4622,a statue of a fish swimming in the ,-2.091329813,,32.274,a dolphin in an astronaut suit on saturn
1324.png,41.769,41.769,a library filled with lots of books on a sunny day,0.262157538,0.7889,a library filled with lots of books ,0.982731402,,52.841,a library filled with kids reading books
1325.png,43.392,43.392,people sitting at a table with books,0.089312308,0.2615,people sitting at a table with books ,1.102136374,,48.638,a library filled with kids reading books
1326.png,44.725,44.725,two children sitting at a table with books,0.162103385,0.4084,two children sitting at a table with books ,1.007951736,,49.853,a library filled with kids reading books
1327.png,40.804,40.804,two children are reading books in a library,0.380972308,0.7035,two children are reading books in a library ,0.948213935,,45.087,a library filled with kids reading books
1328.png,39.347,39.347,a large white boat floating on top of a body of water,0.140110385,0.6391,a large white boat ,-0.27020359,,49.694,a large white yacht in a calm bay on a sunny day
1329.png,44.343,44.343,a large white boat floating on top of a body of water,0.140110385,0.6391,a large white boat ,-0.261957049,,53.883,a large white yacht in a calm bay on a sunny day
1330.png,45.577,45.577,a large white boat floating on top of a body of water,0.140110385,0.6391,a large white boat ,0.071194313,,58.256,a large white yacht in a calm bay on a sunny day
1331.png,39.567,39.567,a large white boat floating on top of a body of water,0.140110385,0.6391,a large white boat ,-0.160897642,,51.747,a large white yacht in a calm bay on a sunny day
1332.png,35.804,35.804,a pink and blue toy boat in a pool of water,0.2470125,0.5646,a pink and blue toy boat in a pool ,-0.377436876,,44.596,purple lego dollhouse with a pool and a swing
1333.png,38.83,38.83,a toy boat in the middle of a pool of water,0.2345875,0.5362,a toy boat in the middle of a pool ,-0.170124516,,43.046,purple lego dollhouse with a pool and a swing
1334.png,40.591,40.591,a small toy boat in the middle of a pool of water,0.2567625,0.501,a small toy boat in the middle of a pool ,-1.356654882,,43.928,purple lego dollhouse with a pool and a swing
1335.png,42.017,42.017,a pink carnival float in the middle of a pool,0.2433975,0.4233,a pink carnival float in the middle of a pool ,-1.202936411,,47.353,purple lego dollhouse with a pool and a swing
1336.png,39.709,39.709,a bench in the middle of a lush green field,0.135706154,0.2673,a bench in the middle of a lush green field ,-0.189780071,,43.928,a small garden with an apple tree behind it
1337.png,40.15,40.15,a fire hydrant in the middle of a lush green field,0.016905,0.2093,a fire ,0.458748609,,46.822,a small garden with an apple tree behind it
1338.png,35.82,35.82,a tree filled with lots of green leaves next to a bench,0.036951923,0.4575,a tree ,0.452011943,,48.183,a small garden with an apple tree behind it
1339.png,43.525,43.525,a tree with a bunch of fruit in it,0.305846154,0.568,a tree with a bunch of fruit in it ,0.062339474,,48.553,a small garden with an apple tree behind it
1340.png,39.378,39.378,a glass of orange juice sitting on top of a blender,0.210444706,0.4259,a glass of orange juice sitting on top of ,-2.230350018,,43.658,a bloody mary cocktail next to a napkin
1341.png,37.572,37.572,a white vase with a flower inside of it,0.076277647,0.3602,a white vase with ,-2.276969433,,37.623,a bloody mary cocktail next to a napkin
1342.png,38.765,38.765,a plastic container filled with a liquid,0.145332941,0.3013,a plastic container filled with a liquid ,-2.25628829,,35.788,a bloody mary cocktail next to a napkin
1343.png,38.189,38.189,a piece of paper that has been cut in half,0.129110588,0.2888,a piece of paper that has been cut in ,-2.253286839,,39.706,a bloody mary cocktail next to a napkin
1344.png,38.843,38.843,a painting of a dog and a truck,0.202097778,0.5684,a painting of a dog and a truck ,0.392449439,,50.344,a kids' book cover with an illustration of white dog driving a red pickup truck
1345.png,35.457,35.457,a teddy bear sitting on top of a red wagon,0.137313333,0.2874,a teddy bear sitting on top of a red wagon ,0.863848627,,38.261,a kids' book cover with an illustration of white dog driving a red pickup truck
1346.png,41.782,41.782,a painting of a dog and a truck,0.202097778,0.5684,a painting of a dog and a truck ,0.416514814,,45.382,a kids' book cover with an illustration of white dog driving a red pickup truck
1347.png,39.126,39.126,a dog sitting in the back of a truck,0.185164444,0.4504,a dog sitting in the back of a truck ,0.691798568,,48.793,a kids' book cover with an illustration of white dog driving a red pickup truck
1348.png,41.847,41.847,a kitchen with white cabinets and white appliances,0.69656129,0.8468,a kitchen with white cabinets and white appliances ,-1.36680305,,53.24,A bare kitchen has wood cabinets and white appliances
1349.png,38.608,38.608,"a kitchen with a sink, stove, refrigerator and dishwasher",0.098579032,0.6791,a kitchen with ,-1.656082869,,48.677,A bare kitchen has wood cabinets and white appliances
1350.png,48.168,48.168,"a kitchen with a sink, stove, microwave and refrigerator",0.098579032,0.6791,a kitchen with ,-1.501101375,,49.107,A bare kitchen has wood cabinets and white appliances
1351.png,42.931,42.931,a kitchen with white cabinets and white appliances,0.557249032,0.8468,a kitchen with white cabinets and white appliances ,-1.135283232,,49.412,A bare kitchen has wood cabinets and white appliances
1352.png,36.373,36.373,a small boat in the middle of a lake,0.148363019,0.3542,a small boat in the middle of a lake ,-0.675466597,,51.954,a fall landscape with a small cottage next to a lake
1353.png,42.141,42.141,a view of a lake from a boat,0.108408679,0.5633,a view of a lake ,-0.26268217,,61.145,a fall landscape with a small cottage next to a lake
1354.png,46.081,46.081,a river with trees and a house on top of it,0.19916717,0.4291,a river with trees and a house on top of ,0.029203963,,46.632,a fall landscape with a small cottage next to a lake
1355.png,38.648,38.648,a large body of water with trees and houses,0.197302642,0.3961,a large body of water with trees and houses ,0.188886896,,51.776,a fall landscape with a small cottage next to a lake
1356.png,36.605,36.605,a large teddy bear sitting on top of a stage,0.142111364,0.5485,a large teddy bear ,-0.578593433,,39.489,a teddy bear on a skateboard in times square
1357.png,41.812,41.812,a large teddy bear sitting on top of a stage,0.142111364,0.5485,a large teddy bear ,-0.715478241,,39.902,a teddy bear on a skateboard in times square
1358.png,40.955,40.955,a stuffed teddy bear sitting on the side of a street,0.163427727,0.5707,a stuffed teddy bear ,0.108156897,,42.346,a teddy bear on a skateboard in times square
1359.png,34.442,34.442,a teddy bear sitting on top of a baseball field,0.102640909,0.579,a teddy bear ,-0.949821174,,33.249,a teddy bear on a skateboard in times square
1360.png,32.804,32.804,a dog that is laying down in the grass,0.145719,0.6939,a dog that is ,-0.256668329,,43.505,A blue colored dog
1361.png,44.63,44.63,a dog sitting in a blue and white t-shirt,0.285228,0.7923,a dog sitting in a blue ,-0.492487371,,47.889,A blue colored dog
1362.png,35.29,35.29,a blue and white dog sitting in a pool of water,0.2416995,0.7673,a blue and white dog ,-1.237480402,,45.165,A blue colored dog
1363.png,35.363,35.363,a blue and white dog sitting in a pool of water,0.2416995,0.7673,a blue and white dog ,-0.511842012,,43.297,A blue colored dog
1364.png,39.932,39.932,a man riding on the back of a brown horse,0.176656271,0.4136,a man riding on the back of a brown horse ,0.280071676,,41.736,A photo of an astronaut riding a horse in the forest.
1365.png,38.651,38.651,a man riding on the back of a brown horse,0.176656271,0.4136,a man riding on the back of a brown horse ,0.534891427,,40.599,A photo of an astronaut riding a horse in the forest.
1366.png,32.97,32.97,a man riding on the back of a brown horse,0.176656271,0.4136,a man riding on the back of a brown horse ,0.076336108,,32.715,A photo of an astronaut riding a horse in the forest.
1367.png,38.894,38.894,a man riding on the back of a brown horse,0.176656271,0.4136,a man riding on the back of a brown horse ,0.536698759,,44.487,A photo of an astronaut riding a horse in the forest.
1368.png,36.536,36.536,a motorcycle is parked on the side of the water,0.30546,0.5091,a motorcycle is parked on the side of the water ,0.773510754,,37.821,A bicycle on top of a boat
1369.png,40.983,40.983,a row of small boats on a body of water,0.22587375,0.5829,a row of small boats on a body ,0.85897398,,43.345,A bicycle on top of a boat
1370.png,39.872,39.872,a small boat on a body of water,0.159435,0.7086,a small boat on a ,0.508979142,,41.441,A bicycle on top of a boat
1371.png,42.754,42.754,a man riding a bike on top of a body of water,0.3258525,0.5667,a man riding a bike on top of a body of water ,0.746424019,,45.687,A bicycle on top of a boat
1372.png,40.93,40.93,a piece of bread with a knife on it,0.28206383,0.7365,a piece of bread with a knife ,-2.211279631,,37.161,a sword slicing through a loaf of bread
1373.png,43.129,43.129,a piece of bread is laying on the floor,0.148289362,0.5808,a piece of bread is ,-2.166397095,,35.455,a sword slicing through a loaf of bread
1374.png,36.019,36.019,a piece of bread is being cut into pieces,0.307538298,0.6883,a piece of bread is being cut into ,-2.257368088,,36.977,a sword slicing through a loaf of bread
1375.png,44.879,44.879,a person laying on a bed with a piece of bread,0.15018,0.2503,a person laying on a bed with a piece of bread ,-2.269282341,,41.755,a sword slicing through a loaf of bread
1376.png,35.809,35.809,a stuffed bear is wearing a red hat,0.1571184,0.3637,a stuffed bear is wearing a red hat ,0.190574601,,34.336,an orange wearing a cowboy hat
1377.png,44.374,44.374,a cat wearing a hat on top of a orange,0.208962,0.4465,a cat wearing a hat on top of a orange ,0.834941506,,36.747,an orange wearing a cowboy hat
1378.png,43.265,43.265,a cat is sitting on a orange,0.0535572,0.1539,a cat is sitting on a orange ,0.727956235,,38.253,an orange wearing a cowboy hat
1379.png,34.2,34.2,an orange sitting on top of an orange peel,0.068052,0.5671,an orange ,0.426358104,,32.525,an orange wearing a cowboy hat
1380.png,34.037,34.037,a bowl filled with food on top of a table,0.175217636,0.4441,a bowl filled with food on top ,-1.986880422,,38.635,A bowl of soup that looks like a monster with tofu says deep learning
1381.png,36.735,36.735,a bowl of food with a spoon in it,0.095476364,0.4376,a bowl of food with ,-2.079782009,,37.638,A bowl of soup that looks like a monster with tofu says deep learning
1382.png,35.996,35.996,a bowl of food with a spoon in it,0.095476364,0.4376,a bowl of food with ,-1.812956095,,39.976,A bowl of soup that looks like a monster with tofu says deep learning
1383.png,41.986,41.986,a bowl of food with a spoon in it,0.095476364,0.4376,a bowl of food with ,-1.958850145,,45.345,A bowl of soup that looks like a monster with tofu says deep learning
1384.png,42.087,42.087,a herd of zebra standing on top of a sandy beach,0.010375,0.083,a herd of ,-1.715734243,,42.855,a drawing of a series of musical notes wrapped around the Earth
1385.png,42.182,42.182,a painting of a group of animals on a beach,0.25870625,0.3763,a painting of a group of animals ,-0.884029686,,42.009,a drawing of a series of musical notes wrapped around the Earth
1386.png,39.265,39.265,a pile of dead animals on top of a beach,0.0742,0.1696,a pile of dead animals on top of a ,-1.588882685,,42.213,a drawing of a series of musical notes wrapped around the Earth
1387.png,38.808,38.808,a painting of a group of animals on a beach,0.206965,0.3763,a painting of a group of animals ,-1.214706182,,41.3,a drawing of a series of musical notes wrapped around the Earth
1388.png,41.142,41.142,a white dog is standing in a kitchen,0.173195238,0.4915,a white dog is standing in a kitchen ,1.108137846,,37.542,a small kitchen with a white goat in it
1389.png,44.841,44.841,a white polar bear standing next to a white oven,0.180086667,0.3859,a white polar bear standing next to a white oven ,1.124389529,,51.217,a small kitchen with a white goat in it
1390.png,45.516,45.516,a white polar bear sitting on top of a white refrigerator,0.19747619,0.3575,a white polar bear sitting on top of a white refrigerator ,0.295242697,,43.176,a small kitchen with a white goat in it
1391.png,40.931,40.931,a white teddy bear sitting on top of a white table,0.026438095,0.347,a white ,-0.601667702,,42.282,a small kitchen with a white goat in it
1392.png,35.902,35.902,a large zebra swimming in a pool of water,0.12222,0.3104,a large zebra swimming in a pool of water ,0.341426373,,43.807,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
1393.png,43.155,43.155,a polar bear swimming in a pool of water,0.078527813,0.2043,a polar bear swimming in a pool of water ,0.233234972,,41.206,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
1394.png,40.377,40.377,a large group of ducks swimming in a pool,0.06123,0.2041,a large group of ducks swimming ,-0.414361238,,41.851,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
1395.png,41.2,41.2,a large pool of water with a bunch of animals in it,0.210405,0.4316,a large pool of water with a bunch of animals in it ,0.110002644,,43.935,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
1396.png,41.853,41.853,a large elephant standing on top of a rock,0.136305306,0.6548,a large elephant ,-0.913607001,,43.972,an elephant walking on the Great Wall
1397.png,36.491,36.491,a large elephant standing on top of a rock,0.136305306,0.6548,a large elephant ,-1.939068913,,33.182,an elephant walking on the Great Wall
1398.png,40.338,40.338,a large elephant standing on top of a rock,0.136305306,0.6548,a large elephant ,-2.068255901,,43.686,an elephant walking on the Great Wall
1399.png,35.232,35.232,a large elephant standing on top of a rock,0.136305306,0.6548,a large elephant ,-1.455775619,,42.428,an elephant walking on the Great Wall
1400.png,38.985,38.985,a polar bear swimming in a body of water,0.149148889,0.3274,a polar bear swimming in a body of water ,-0.138345301,,44.695,A photo of a panda made of water.
1401.png,40.789,40.789,a polar bear swimming in a body of water,0.149148889,0.3274,a polar bear swimming in a body of water ,-0.25710997,,44.6,A photo of a panda made of water.
1402.png,35.888,35.888,a polar bear swimming in a body of water,0.149148889,0.3274,a polar bear swimming in a body of water ,-0.282080889,,35.817,A photo of a panda made of water.
1403.png,36.908,36.908,a polar bear swimming in a body of water,0.149148889,0.3274,a polar bear swimming in a body of water ,-0.535101712,,37.19,A photo of a panda made of water.
1404.png,47.218,47.218,a man in a suit and tie,0.095976923,0.4159,a man in a suit and ,0.659578562,,49.885,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
1405.png,47.756,47.756,a man wearing a suit and tie,0.128423077,0.4452,a man wearing a suit and ,0.163262948,,49.477,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
1406.png,42.499,42.499,a man wearing a suit and tie,0.128423077,0.4452,a man wearing a suit and ,0.414997101,,46.67,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
1407.png,48.242,48.242,a man in a suit and tie,0.095976923,0.4159,a man in a suit and ,0.810775697,,49.089,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
1408.png,37.459,37.459,a train on a train track with a sky background,0.048771429,0.569,a train ,0.174718112,,50.83,a cartoon of a train going to the moon
1409.png,40.948,40.948,a train on a train track with a sky background,0.048771429,0.569,a train ,-0.015781794,,48.504,a cartoon of a train going to the moon
1410.png,46.41,46.41,a train on a train track with a sky background,0.048771429,0.569,a train ,-0.228922084,,48.971,a cartoon of a train going to the moon
1411.png,43.73,43.73,a train on a train track with a sky background,0.048771429,0.569,a train ,-0.167559475,,49.374,a cartoon of a train going to the moon
1412.png,50.469,50.469,a model of an airplane on display in a museum,0.22494807,0.3982,a model of an airplane on display in a museum ,0.172583833,,49.564,A spaceship made of cardboard.
1413.png,44.05,44.05,a propeller plane sitting on top of a tarmac,0.127447368,0.4175,a propeller plane sitting on ,0.238617495,,44.01,A spaceship made of cardboard.
1414.png,48.49,48.49,a wooden boat with a cartoon character on it,0.09968,0.4984,a wooden boat with ,0.896029651,,50.83,A spaceship made of cardboard.
1415.png,37.327,37.327,an old fashioned wooden boat on display in a museum,0.310231579,0.4912,an old fashioned wooden boat on display in a ,0.958114624,,40.451,A spaceship made of cardboard.
1416.png,41.481,41.481,a white bird with a flower in it's beak,0.12141,0.4047,a white bird with a flower ,0.330973387,,50.738,A photo of a lotus flower made of water. 
1417.png,44.125,44.125,a flower in the water,0.205300741,0.6299,a flower in the water ,0.288758993,,46.995,A photo of a lotus flower made of water. 
1418.png,42.23,42.23,a pink flower in a white vase on a body of water,0.294544444,0.541,a pink flower in a white vase on a body of water ,0.430319577,,41.252,A photo of a lotus flower made of water. 
